Index,ID,School,Major,GPA,Language,Target School,Target Major,Degree,Result,Intern,Work,Paper,Competition,Exchange,Scholarship,School Name,Apecial Name 
545,192,2,3,3,3,3,4,MS,0.9,0,0,1,1,0,1,Kings College London,Human and biological robotics                                    
546,192,2,3,3,3,1,4,MS,0.7,0,0,1,1,0,1,University College London,Human and biological robotics                                    
547,192,2,3,3,3,1,4,MS,0.9,0,0,1,1,0,1,National University of Singapore,Electrical Engineering
548,193,2,7,5,2,1,7,MS,0.9,0,0,0,0,0,0,Imperial College London,Computational and Applied Mathematics
549,193,2,7,5,2,3,7,MS,0.9,0,0,0,0,0,0,London School of Economics and Political Science,Operations Research
550,194,4,5,3,4,4,5,MS,1.0,1,0,0,1,0,0,The University of Warwick,international cultural policy and management                                    
551,194,4,5,3,4,2,5,MS,1.0,1,0,0,1,0,0,University of Edinburgh,international cultural policy and management                                    
552,195,5,5,3,3,3,8,MS,0.9,1,0,0,0,0,0,Kings College London,film studies (film&amp;philosophy pathway)                                    
553,195,5,5,3,3,1,8,MS,0.9,1,0,0,0,0,0,University College London,film studies (film&amp;philosophy pathway)                                    
554,195,5,5,3,3,5,8,MS,0.7,1,0,0,0,0,0,"Goldsmiths, University of London",film studies (film&amp;philosophy pathway)                                    
555,196,4,7,3,3,1,7,MS,1.0,1,0,1,1,0,1,Imperial College London,Applied Mathematics
556,196,4,7,3,3,1,7,MS,1.0,1,0,1,1,0,1,University College London,Applied Mathematics
557,196,4,7,3,3,1,7,MS,1.0,1,0,1,1,0,1,National University of Singapore,Applied Mathematics
558,197,4,6,5,3,1,2,MS,0.7,1,0,1,1,0,1,Imperial College London,international management                                    
559,197,4,6,5,3,3,2,MS,0.7,1,0,1,1,0,1,Kings College London,international management                                    
560,197,4,6,5,3,2,2,MS,0.7,1,0,1,1,0,1,The University of Manchester,Marketing
561,197,4,6,5,3,3,2,MS,0.7,1,0,1,1,0,1,London School of Economics and Political Science,Marketing
562,197,4,6,5,3,3,2,MS,0.7,1,0,1,1,0,1,London School of Economics and Political Science,international management                                    
563,197,4,6,5,3,1,2,MS,0.7,1,0,1,1,0,1,University College London,international management                                    
564,197,4,6,5,3,4,2,MS,1.0,1,0,1,1,0,1,University Of Southampton,Marketing
565,197,4,6,5,3,4,2,MS,1.0,1,0,1,1,0,1,The University of Sheffield,international management                                    
566,197,4,6,5,3,3,2,MS,0.7,1,0,1,1,0,1,The Chinese University of Hong Kong,international management                                    
567,198,4,4,3,4,2,4,MS,1.0,0,0,0,0,0,0,The Hong Kong University of Science and Technology,Information Technology          
568,198,4,4,3,4,2,4,MS,1.0,0,0,0,0,0,0,The Hong Kong University of Science and Technology,Information Technology          
569,198,4,4,3,4,2,4,MS,1.0,0,0,0,0,0,0,University of Edinburgh,Computer Science
570,198,4,4,3,4,2,4,MS,1.0,0,0,0,0,0,0,University of Edinburgh,Information Technology                                    
571,198,4,4,3,4,2,4,MS,0.7,0,0,0,0,0,0,The University of Manchester,Computer Software Engineering
572,199,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,The University of Sheffield,MSC Information Systems
573,199,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,University of St Andrews,Computer Science
574,199,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,University of St Andrews,MSc Information Technology with Management
575,199,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,University of Glasgow,Computer Science
576,199,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,University of Glasgow,Management Information Systems
577,199,6,4,3,4,5,4,MS,1.0,0,0,0,0,0,0,Cardiff University,Computer Science
578,199,6,4,3,4,5,4,MS,1.0,0,0,0,0,0,0,Queen Mary University of London,Information Systems                                    
579,199,6,4,3,4,5,4,MS,1.0,0,0,0,0,0,0,University of Exeter,Information Systems                                    
580,199,6,4,3,4,3,4,MS,1.0,0,0,0,0,0,0,The Chinese University of Hong Kong,Information Systems                                    
581,199,6,4,3,4,3,4,MS,1.0,0,0,0,0,0,0,City University of Hong Kong,Information Systems                                    
582,200,3,4,3,4,2,4,MS,1.0,0,0,0,0,0,0,University of Edinburgh,Computer Science
583,200,3,4,3,4,2,4,MS,1.0,0,0,0,0,0,0,University of Edinburgh,Artificial Intelligence
584,200,3,4,3,4,2,4,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Artificial Intelligence
585,200,3,4,3,4,3,4,MS,1.0,0,0,0,0,0,0,The University of Sydney,Information Technology
586,200,3,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,The University of Warwick,Computer Science
587,201,5,5,4,4,3,5,MS,1.0,0,0,0,0,0,0,Kings College London,Law
588,202,4,5,4,3,4,8,MS,1.0,0,0,0,0,0,0,The University of Warwick,Digital media and culture                                    
589,203,5,5,5,2,2,5,MS,0.9,0,0,0,0,0,0,University of Edinburgh,International Relations
590,203,5,5,5,2,4,5,MS,0.9,0,0,0,0,0,0,The University of Warwick,International Relations and National Security Studies
591,204,6,2,3,4,5,5,MS,0.9,0,0,0,0,0,0,Trinity College Dublin,English Language Teaching                                    
592,204,6,2,3,4,5,5,MS,1.0,0,0,0,0,0,0,Newcastle University,English Language Teaching                                    
593,204,6,2,3,4,5,5,MS,1.0,0,0,0,0,0,0,Queens University Belfast,English Language Teaching                                    
594,204,6,2,3,4,4,5,MS,1.0,0,0,0,0,0,0,University Of Southampton,English Language Teaching                                    
595,204,6,2,3,4,5,5,MS,0.7,0,0,0,0,0,0,Lancaster University,English Language Teaching                                    
596,204,6,2,3,4,4,5,MS,0.7,0,0,0,0,0,0,University of Leeds,English Language Teaching                                    
597,205,5,7,3,3,2,7,MS,1.0,0,0,0,0,0,0,The University of Manchester,Statistics
598,205,5,7,3,3,2,7,MS,1.0,0,0,0,0,0,0,The University of Manchester,Statistics                                    
599,205,5,7,3,3,4,7,MS,1.0,0,0,0,0,0,0,University of Zurich,Statistics                                    
600,205,5,7,3,3,4,7,MS,1.0,0,0,0,0,0,0,Katholieke Universiteit Leuven,Statistics
601,205,5,7,3,3,1,7,MS,1.0,0,0,0,0,0,0,National University of Singapore,Statistics
602,205,5,7,3,3,2,7,MS,1.0,0,0,0,0,0,0,University of Edinburgh,Statistics                                    
603,206,5,6,4,4,2,2,MS,0.9,0,0,0,0,0,0,The University of Manchester,Mathematical Finance                                    
604,206,5,6,4,4,2,2,MS,0.9,0,0,0,0,0,0,University of Edinburgh,Mathematical Finance                                    
605,206,5,6,4,4,4,2,MS,0.9,0,0,0,0,0,0,The University of Auckland,Mathematical Finance                                    
606,206,5,6,4,4,4,4,MS,0.9,0,0,0,0,0,0,University of Glasgow,Information Technology
607,206,5,6,4,4,4,2,MS,0.9,0,0,0,0,0,0,University of Glasgow,Mathematical Finance                                    
608,206,5,6,4,4,4,2,MS,0.7,0,0,0,0,0,0,University of Bristol,Mathematical Finance                                    
609,206,5,6,4,4,4,2,MS,0.7,0,0,0,0,0,0,University of Bristol,Mathematical Finance                                    
610,206,5,6,4,4,2,2,MS,0.7,0,0,0,0,0,0,University of Edinburgh,Mathematical Finance                                    
611,206,5,6,4,4,2,2,MS,0.7,0,0,0,0,0,0,University of Edinburgh,Mathematical Finance                                    
612,206,5,6,4,4,2,2,MS,0.7,0,0,0,0,0,0,University of Edinburgh,Mathematical Finance                                    
613,206,5,6,4,4,3,2,MS,0.9,0,0,0,0,0,0,Kings College London,Mathematical Finance                                    
614,207,5,5,3,2,1,8,MS,1.0,0,0,0,0,0,0,University College London,Digital Media: Critical Studies                                    
615,207,5,5,3,2,4,8,MS,1.0,0,0,0,0,0,0,The University of Sheffield,Digital Media: Critical Studies                                    
616,207,5,5,3,2,3,8,MS,0.7,0,0,0,0,0,0,London School of Economics and Political Science,Digital Media: Critical Studies                                    
617,207,5,5,3,2,3,8,MS,0.7,0,0,0,0,0,0,Kings College London,Digital Media: Critical Studies                                    
618,208,4,5,4,3,3,8,MS,1.0,1,0,0,0,0,0,Kings College London,Global Media Industries                                    
619,209,3,3,3,3,1,3,MS,1.0,0,0,0,0,0,0,Imperial College London,Advanced Materials Science and Engineering                                    
620,210,4,4,4,4,3,4,MS,1.0,0,0,0,1,0,0,Kings College London,Artificial Intelligence
621,210,4,4,4,4,3,4,MS,1.0,0,0,0,1,0,0,The University of New South Wales,Information Technology
622,210,4,4,4,4,2,4,MS,0.7,0,0,0,1,0,0,University of Edinburgh,Artificial Intelligence
623,210,4,4,4,4,2,4,MS,0.7,0,0,0,1,0,0,University of Edinburgh,Computer Science
624,210,4,4,4,4,2,4,MS,0.9,0,0,0,1,0,0,The University of Manchester,Artificial Intelligence
625,210,4,4,4,4,3,4,MS,0.9,0,0,0,1,0,0,The University of Melbourne,Information Technology
626,211,6,3,3,3,4,3,MS,1.0,0,0,0,0,0,0,The University of Sheffield,Urban Design and Planning                                    
627,211,6,3,3,3,3,3,MS,1.0,0,0,0,0,0,0,The University of Melbourne,Urban Design and Planning                                    
628,211,6,3,3,3,4,3,MS,1.0,0,0,0,0,0,0,The University of Sheffield,Urban Design and Planning                                    
629,211,6,3,3,3,5,3,MS,1.0,0,0,0,0,0,0,Cardiff University,Urban Design and Planning                                    
630,211,6,3,3,3,2,3,MS,1.0,0,0,0,0,0,0,University of Edinburgh,Urban Design and Planning                                    
631,211,6,3,3,3,2,3,MS,1.0,0,0,0,0,0,0,The University of Manchester,Urban Design and Planning                                    
632,211,6,3,3,3,2,3,MS,1.0,0,0,0,0,0,0,The University of Hong Kong,Urban Design and Planning                                    
633,211,6,3,3,3,1,3,MS,1.0,0,0,0,0,0,0,University College London,Urban Design and Planning                                    
634,212,4,3,5,4,5,4,MS,1.0,0,0,0,0,0,0,Cardiff University,computing and IT management                                    
635,212,4,3,5,4,4,4,MS,1.0,0,0,0,0,0,0,University Of Southampton,computing and IT management                                    
636,212,4,3,5,4,4,4,MS,1.0,0,0,0,0,0,0,University of Glasgow,Information Technology
637,212,4,3,5,4,4,4,MS,0.7,0,0,0,0,0,0,University of Leeds,Management Information Systems
638,212,4,3,5,4,4,4,MS,0.7,0,0,0,0,0,0,The University of Sheffield,computing and IT management                                    
639,212,4,3,5,4,4,4,MS,1.0,0,0,0,0,0,0,The Hong Kong Polytechnic University,computing and IT management                                    
640,212,4,3,5,4,3,4,MS,1.0,0,0,0,0,0,0,The Chinese University of Hong Kong,computing and IT management                                    
641,213,4,3,2,2,1,3,MS,0.9,0,0,0,0,0,0,Imperial College London,Mechanical Engineering
642,213,4,3,2,2,1,3,MS,0.7,0,0,0,0,0,0,University of Cambridge,Mechanical Engineering                                    
643,214,4,7,5,2,2,7,MS,1.0,1,0,0,1,0,1,University of Edinburgh,Chemistry
644,214,4,7,5,2,4,7,MS,1.0,1,0,0,1,0,1,The University of Nottingham,Chemistry
645,214,4,7,5,2,1,7,MS,1.0,1,0,0,1,0,1,University College London,Chemistry                                    
646,214,4,7,5,2,1,7,MS,1.0,1,0,0,1,0,1,University College London,Chemistry                                    
647,214,4,7,5,2,1,7,MS,1.0,1,0,0,1,0,1,Imperial College London,Chemistry                                    
648,214,4,7,5,2,2,3,MS,0.7,1,0,0,1,0,1,The University of Manchester,Materials Science
649,215,4,3,4,3,4,3,MS,1.0,0,0,0,0,0,0,University of Glasgow,Urban Analytics                                    
650,215,4,3,4,3,1,3,MS,1.0,0,0,0,0,0,0,University College London,Urban Analytics                                    
651,216,4,3,3,3,1,7,MS,1.0,0,0,0,0,0,0,University of Cambridge,Chemistry
652,216,4,3,3,3,3,7,MS,1.0,0,0,0,0,0,0,University of Munich,Chemistry                                    
653,216,4,3,3,3,5,7,MS,1.0,0,0,0,0,0,0,Uppsala University,Chemistry                                    
654,216,4,3,3,3,1,7,MS,1.0,0,0,0,0,0,0,Eidgenossische Technische Hochschule Zürich,Chemistry                                    
655,217,6,3,4,4,5,3,MS,1.0,0,0,0,0,0,1,Cardiff University,International planning and urban design                                    
656,217,6,3,4,4,4,3,MS,1.0,0,0,0,0,0,1,The Hong Kong Polytechnic University,International planning and urban design                                    
657,217,6,3,4,4,4,3,MS,0.7,0,0,0,0,0,1,The University of Sheffield,International planning and urban design                                    
658,217,6,3,4,4,2,3,MS,0.8,0,0,0,0,0,1,The University of Hong Kong,International planning and urban design                                    
659,217,6,3,4,4,3,3,MS,1.0,0,0,0,0,0,1,The Chinese University of Hong Kong,International planning and urban design                                    
660,217,6,3,4,4,4,3,MS,1.0,0,0,0,0,0,1,The University of Nottingham,International planning and urban design                                    
661,217,6,3,4,4,5,3,MS,1.0,0,0,0,0,0,1,Newcastle University,International planning and urban design                                    
662,218,4,6,3,4,4,2,MS,1.0,1,0,0,0,0,1,University of Bristol,Finance and Investment                                    
663,218,4,6,3,4,1,2,MS,0.7,1,0,0,0,0,1,Imperial College London,Finance and Investment                                    
664,218,4,6,3,4,3,2,MS,1.0,1,0,0,0,0,1,"The Chinese University of Hong Kong, Shengzhen",Finance and Investment                                    
665,218,4,6,3,4,2,2,MS,1.0,1,0,0,0,0,1,The University of Hong Kong,Finance and Investment                                    
666,219,5,3,4,4,5,3,MS,1.0,0,0,0,0,0,0,Cardiff University,International Planning and Urban Design                                    
667,219,5,3,4,4,5,3,MS,1.0,0,0,0,0,0,0,Newcastle University,Landscape Architecture
668,219,5,3,4,4,5,3,MS,1.0,0,0,0,0,0,0,Cardiff University,International Planning and Urban Design                                    
669,219,5,3,4,4,4,3,MS,1.0,0,0,0,0,0,0,University Of Southampton,International Planning and Urban Design                                    
670,219,5,3,4,4,4,3,MS,1.0,0,0,0,0,0,0,University of Glasgow,International Planning and Urban Design                                    
671,219,5,3,4,4,4,3,MS,1.0,0,0,0,0,0,0,University of Glasgow,International Planning and Urban Design                                    
672,219,5,3,4,4,4,3,MS,1.0,0,0,0,0,0,0,The University of Sheffield,International Planning and Urban Design                                    
673,219,5,3,4,4,4,3,MS,1.0,0,0,0,0,0,0,The University of Sheffield,International Planning and Urban Design                                    
674,219,5,3,4,4,4,3,MS,1.0,0,0,0,0,0,0,University of Glasgow,International Planning and Urban Design                                    
675,219,5,3,4,4,2,3,MS,1.0,0,0,0,0,0,0,The University of Manchester,International Planning and Urban Design                                    
676,219,5,3,4,4,2,3,MS,1.0,0,0,0,0,0,0,The University of Manchester,International Planning and Urban Design                                    
677,219,5,3,4,4,4,3,MS,0.7,0,0,0,0,0,0,The University of Sheffield,Landscape Architecture
678,219,5,3,4,4,2,3,MS,0.7,0,0,0,0,0,0,University of Edinburgh,International Planning and Urban Design                                    
679,220,5,5,3,3,1,5,MS,1.0,0,0,0,0,0,0,University College London,language，culture and history:french and francophone studies                                    
680,221,5,6,3,4,4,2,MS,0.9,0,0,0,0,0,0,The University of Warwick,business analytics                                    
681,221,5,6,3,4,4,7,MS,0.9,0,0,0,0,0,0,The University of Warwick,Statistics
682,222,4,6,4,4,3,6,MS,1.0,1,0,0,1,0,0,Kings College London,digital economy                                    
683,223,4,7,3,3,1,4,MS,1.0,0,0,0,0,0,0,University College London,Machine Learning                                    
684,223,4,7,3,3,5,4,MS,1.0,0,0,0,0,0,0,University of Liverpool,Machine Learning                                    
685,223,4,7,3,3,1,4,MS,0.7,0,0,0,0,0,0,Imperial College London,Machine Learning                                    
686,224,4,5,3,1,1,5,MS,1.0,0,1,1,0,0,0,University of Cambridge,"Linguistics, Interpretation, and Translation"
687,225,4,3,4,3,4,4,MS,1.0,0,0,0,0,0,0,University of Glasgow,Information Technology
688,225,4,3,4,3,4,4,MS,1.0,0,0,0,0,0,0,University Of Southampton,Information Technology                                    
689,225,4,3,4,3,4,4,MS,1.0,0,0,0,0,0,0,University of Glasgow,Information Technology                                    
690,226,5,7,1,3,2,7,MS,1.0,1,0,0,1,0,0,The University of Manchester,Applied Mathematics
691,226,5,7,1,3,3,7,MS,1.0,1,0,0,1,0,0,The Chinese University of Hong Kong,Applied Mathematics
692,226,5,7,1,3,4,7,MS,0.7,1,0,0,1,0,0,Durham University,Mathematics
693,226,5,7,1,3,1,7,MS,0.7,1,0,0,1,0,0,Imperial College London,Mathematics
694,226,5,7,1,3,2,7,MS,0.7,1,0,0,1,0,0,The Hong Kong University of Science and Technology,Applied Mathematics
695,227,2,5,3,1,1,5,MS,1.0,0,0,1,0,0,1,University of Oxford,"Divinity, Ministry, and Pre-Theology"
696,228,5,3,3,1,2,2,MS,1.0,0,0,0,0,0,0,University of Edinburgh,"Finance, Technology and Policy                                    "
697,229,2,3,4,3,3,5,MS,1.0,0,0,0,0,0,0,London School of Economics and Political Science,Anthropology and Archaeology
698,229,2,3,4,3,1,5,MS,1.0,0,0,0,0,0,0,University College London,Anthropology and Archaeology
699,229,2,3,4,3,5,5,MS,1.0,0,0,0,0,0,0,SOAS University of London,Anthropology and Archaeology
700,229,2,3,4,3,4,5,MS,1.0,0,0,0,0,0,0,Durham University,Anthropology and Archaeology
701,229,2,3,4,3,5,5,MS,1.0,0,0,0,0,0,0,"Goldsmiths, University of London",Anthropology and Archaeology
702,229,2,3,4,3,1,5,MS,0.7,0,0,0,0,0,0,University of Oxford,Anthropology and Archaeology
703,229,2,3,4,3,1,5,MS,0.7,0,0,0,0,0,0,University of Cambridge,Anthropology and Archaeology
704,230,4,5,4,4,2,5,MS,0.7,1,0,0,0,0,0,University of Edinburgh,Speech and Language Processing                                    
705,230,4,5,4,4,4,4,MS,0.7,1,0,0,0,0,0,University of Bristol,Computer Science
706,230,4,5,4,4,4,5,MS,0.9,1,0,0,0,0,0,The University of Sheffield,Speech and Language Processing                                    
707,230,4,5,4,4,4,5,MS,0.9,1,0,0,0,0,0,University of Copenhagen,Speech and Language Processing                                    
708,230,4,5,4,4,5,5,MS,0.9,1,0,0,0,0,0,University of Groningen,Speech and Language Processing                                    
709,230,4,5,4,4,5,5,MS,0.9,1,0,0,0,0,0,Vrije Universiteit Amsterdam,Speech and Language Processing                                    
710,230,4,5,4,4,3,5,MS,0.9,1,0,0,0,0,0,Australian National University,Speech and Language Processing                                    
711,230,4,5,4,4,1,4,MS,0.7,1,0,0,0,0,0,University College London,Computer Science
712,230,4,5,4,4,4,5,MS,0.7,1,0,0,0,0,0,University of Washington,Speech and Language Processing                                    
713,230,4,5,4,4,5,5,MS,0.9,1,0,0,0,0,0,Uppsala University,Speech and Language Processing                                    
714,230,4,5,4,4,4,4,MS,0.7,1,0,0,0,0,0,Katholieke Universiteit Leuven,Artificial Intelligence
715,230,4,5,4,4,3,4,MS,0.9,1,0,0,0,0,0,The University of Melbourne,Information Technology
716,231,4,4,5,4,4,4,MS,1.0,1,0,0,0,0,0,University of Glasgow,Data Science                                    
717,231,4,4,5,4,5,4,MS,1.0,1,0,0,0,0,0,Queen Mary University of London,Data Science                                    
718,232,5,1,4,3,1,7,MS,0.9,0,0,0,0,0,0,University College London,Brain Science                                    
719,233,2,7,3,1,1,7,MS,1.0,0,0,0,0,0,0,University College London,brain science                                    
720,234,5,3,3,4,5,8,MS,1.0,0,0,0,0,0,0,Loughborough University,user experience design                                    
721,234,5,3,3,4,1,8,MS,1.0,0,0,0,0,0,0,University of the Arts London,user experience design                                    
722,234,5,3,3,4,4,8,MS,1.0,0,0,0,0,0,0,University of Glasgow,user experience design                                    
723,234,5,3,3,4,5,8,MS,0.8,0,0,0,0,0,0,Politecnico di Milano,user experience design                                    
724,234,5,3,3,4,1,8,MS,0.7,0,0,0,0,0,0,University College London,user experience design                                    
725,235,2,2,5,2,5,4,MS,1.0,0,0,0,0,0,0,University of Exeter,Data Science                                    
726,235,2,2,5,2,5,4,MS,1.0,0,0,0,0,0,0,University of Sussex,Data Science                                    
727,235,2,2,5,2,4,4,MS,1.0,0,0,0,0,0,0,The University of Sheffield,Data Science                                    
728,235,2,2,5,2,5,4,MS,1.0,0,0,0,0,0,0,Queen Mary University of London,Computer and Information Studies
729,235,2,2,5,2,4,4,MS,1.0,0,0,0,0,0,0,University of Leeds,Data Science                                    
730,235,2,2,5,2,4,4,MS,0.9,0,0,0,0,0,0,The University of Warwick,Data Science                                    
731,235,2,2,5,2,4,4,MS,0.9,0,0,0,0,0,0,University of Glasgow,Data Science                                    
732,236,5,4,5,4,4,4,MS,1.0,0,0,1,1,0,0,University of Glasgow,data science                                    
733,237,6,4,3,4,5,4,MS,1.0,0,0,0,0,0,0,Cardiff University,ACS                                    
734,237,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,University of St Andrews,ACS                                    
735,237,6,4,3,4,5,4,MS,1.0,0,0,0,0,0,0,Queen Mary University of London,ACS                                    
736,237,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,The University of Sheffield,Management Information Systems
737,237,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,University of Glasgow,ACS                                    
738,237,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,University of Glasgow,Computer and Information Systems Security
739,238,4,5,2,2,4,4,MS,1.0,0,0,0,0,0,0,University of St Andrews,Computing &amp; Information Technology                                    
740,238,4,5,2,2,5,4,MS,1.0,0,0,0,0,0,0,Trinity College Dublin,Computing &amp; Information Technology                                    
741,238,4,5,2,2,3,6,MS,1.0,0,0,0,0,0,0,"The Chinese University of Hong Kong, Shengzhen",Accounting
742,238,4,5,2,2,5,4,MS,1.0,0,0,0,0,0,0,Syracuse University,Computing &amp; Information Technology                                    
743,239,6,5,4,4,5,5,MS,1.0,1,0,1,0,0,0,University of Strathclyde,Law
744,239,6,5,4,4,4,5,MS,1.0,1,0,1,0,0,0,University of Leeds,Law                                    
745,239,6,5,4,4,4,5,MS,1.0,1,0,1,0,0,0,University of Leeds,Law                                    
746,239,6,5,4,4,5,5,MS,1.0,1,0,1,0,0,0,Newcastle University,Law                                    
747,239,6,5,4,4,4,5,MS,1.0,1,0,1,0,0,0,University of Wisconsin - Madison,Law                                    
748,239,6,5,4,4,4,5,MS,1.0,1,0,1,0,0,0,The University of Nottingham,Law                                    
749,240,4,3,3,2,4,3,MS,1.0,0,0,0,0,0,0,The University of Sheffield,Real Estate
750,240,4,3,3,2,2,3,MS,1.0,0,0,0,0,0,0,The University of Manchester,Real Estate Development
751,240,4,3,3,2,3,3,MS,1.0,0,0,0,0,0,0,The Chinese University of Hong Kong,Real Estate                                    
752,240,4,3,3,2,4,3,MS,0.7,0,0,0,0,0,0,The University of Warwick,Real Estate                                    
753,240,4,3,3,2,2,2,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Finance
754,240,4,3,3,2,4,3,MS,1.0,0,0,0,0,0,0,University of Leeds,Real Estate                                    
755,240,4,3,3,2,2,5,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Mass Communication
756,240,4,3,3,2,2,3,MS,1.0,0,0,0,0,0,0,Nanyang Technological University,Real Estate                                    
757,241,6,3,4,4,4,4,MS,1.0,0,0,0,0,0,0,University of Glasgow,Software Development                                    
758,241,6,3,4,4,5,4,MS,1.0,0,0,0,0,0,0,Cardiff University,Software Development                                    
759,242,4,3,3,3,2,3,MS,1.0,1,0,0,0,0,1,University of Edinburgh,"Urban, Community and Regional Planning"
760,242,4,3,3,3,4,3,MS,1.0,1,0,0,0,0,1,The University of Sheffield,"Urban, Community and Regional Planning"
761,242,4,3,3,3,2,3,MS,1.0,1,0,0,0,0,1,University of Edinburgh,"Urban, Community and Regional Planning                                    "
762,242,4,3,3,3,5,3,MS,1.0,1,0,0,0,0,1,University of Groningen,"Urban, Community and Regional Planning                                    "
763,242,4,3,3,3,5,3,MS,1.0,1,0,0,0,0,1,Wageningen University,"Urban, Community and Regional Planning                                    "
764,242,4,3,3,3,4,8,MS,1.0,1,0,0,0,0,1,University of Glasgow,Geology and Earth Science
765,242,4,3,3,3,5,3,MS,1.0,1,0,0,0,0,1,University of Twente,"Urban, Community and Regional Planning                                    "
766,242,4,3,3,3,4,3,MS,1.0,1,0,0,0,0,1,Delft University of Technology,"Urban, Community and Regional Planning                                    "
767,242,4,3,3,3,5,3,MS,1.0,1,0,0,0,0,1,University of Alberta,"Urban, Community and Regional Planning                                    "
768,242,4,3,3,3,1,3,MS,1.0,1,0,0,0,0,1,National University of Singapore,"Urban, Community and Regional Planning                                    "
769,243,4,3,4,3,4,3,MS,1.0,0,0,0,0,0,0,The University of Sheffield,Real Estate
770,243,4,3,4,3,5,3,MS,1.0,0,0,0,0,0,0,University of Reading,Real Estate
771,244,5,5,4,2,4,8,MS,1.0,0,0,0,0,0,0,The University of Warwick,creative and media enterprise                                    
772,244,5,5,4,2,3,8,MS,1.0,0,0,0,0,0,0,Kings College London,creative and media enterprise                                    
773,244,5,5,4,2,2,8,MS,1.0,0,0,0,0,0,0,University of Edinburgh,creative and media enterprise                                    
774,244,5,5,4,2,1,8,MS,1.0,0,0,0,0,0,0,University College London,creative and media enterprise                                    
775,245,5,5,4,2,4,5,MS,1.0,0,0,1,0,0,0,University of Leeds,East Asian Studies
776,246,6,4,3,4,3,4,MS,0.7,0,0,0,0,0,0,Kings College London,Advanced Software Engineering
777,246,6,4,3,4,4,4,MS,0.7,0,0,0,0,0,0,The University of Warwick,Computer Science
778,246,6,4,3,4,2,4,MS,0.7,0,0,0,0,0,0,University of Edinburgh,Design Informatics
779,246,6,4,3,4,2,4,MS,0.7,0,0,0,0,0,0,The University of Manchester,Advanced Software Engineering                                    
780,246,6,4,3,4,4,4,MS,0.7,0,0,0,0,0,0,The University of Sheffield,Computer Science
781,246,6,4,3,4,4,4,MS,0.7,0,0,0,0,0,0,University of Birmingham,Advanced Software Engineering                                    
782,246,6,4,3,4,1,4,MS,0.7,0,0,0,0,0,0,University College London,Advanced Software Engineering                                    
783,246,6,4,3,4,5,4,MS,1.0,0,0,0,0,0,0,Queen Mary University of London,Computer Science
784,246,6,4,3,4,5,4,MS,1.0,0,0,0,0,0,0,Cardiff University,Computer Science
785,246,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,University of St Andrews,Advanced Software Engineering                                    
786,246,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,University of St Andrews,Advanced Software Engineering                                    
787,246,6,4,3,4,4,4,MS,1.0,0,0,0,0,0,0,University of Glasgow,Computer Science
788,247,5,3,4,4,5,5,MS,1.0,1,0,0,0,0,0,Politecnico di Milano,Architecture design and history                                    
789,247,5,3,4,4,4,3,MS,1.0,1,0,0,0,0,0,The University of Sheffield,Architecture
790,247,5,3,4,4,2,3,MS,1.0,1,0,0,0,0,0,Manchester School of Architecture,Architecture
791,247,5,3,4,4,1,3,MS,0.7,1,0,0,0,0,0,University College London,Architecture
792,248,4,5,3,2,5,8,MS,1.0,1,0,0,0,0,0,Georgetown University,Global Media and Communications                                    
793,248,4,5,3,2,5,8,MS,1.0,1,0,0,0,0,0,Northwestern University,Global Media and Communications                                    
794,249,5,5,4,3,2,5,MS,0.9,0,0,0,0,0,0,University of Edinburgh,History
795,250,2,7,3,3,3,5,MS,0.9,0,0,0,0,0,0,London School of Economics and Political Science,Social Research Methods                                    
796,250,2,7,3,3,1,5,MS,1.0,0,0,0,0,0,0,University of Chicago,Social Research Methods                                    
797,250,2,7,3,3,5,5,MS,0.9,0,0,0,0,0,0,Boston College,Sociology
798,250,2,7,3,3,2,5,MS,0.9,0,0,0,0,0,0,University of Michigan - Ann Arbor,Social Research Methods                                    
799,250,2,7,3,3,2,5,MS,0.9,0,0,0,0,0,0,The University of Manchester,Social Research Methods                                    
800,250,2,7,3,3,3,5,MS,0.9,0,0,0,0,0,0,New York University,Social Research Methods                                    
801,251,4,5,2,4,3,5,MS,0.9,1,0,0,0,1,0,The University of Sydney,digital communication and culture                                    
802,251,4,5,2,4,3,5,MS,0.9,1,0,0,0,1,0,The University of Melbourne,digital communication and culture                                    
803,251,4,5,2,4,3,5,MS,0.9,1,0,0,0,1,0,The University of Melbourne,digital communication and culture                                    
804,251,4,5,2,4,3,5,MS,0.9,1,0,0,0,1,0,Kings College London,digital communication and culture                                    
